post_id,post_date,user_id,platform,content_type,category,followers,impressions,likes,comments,shares,engagement_rate,sentiment,year,month,month_name,year_month
103809,2023-06-27,1519,Instagram,Image,Food,5076,22861,799,116,162,4.71,Negative,2023,6,June,2023-06
103810,2023-06-02,2422,Instagram,Reel,Education,13883,117848,7308,2345,4464,11.98,Positive,2023,6,June,2023-06
103811,2023-12-08,3870,Instagram,Reel,Education,33127,170361,2666,1409,1427,3.23,Positive,2023,12,December,2023-12
103812,2023-06-24,3172,Instagram,Reel,Fashion,11831,9513,531,106,56,7.28,Neutral,2023,6,June,2023-06
103813,2024-05-02,5461,Instagram,Video,Travel,15575,85478,4213,543,456,6.1,Negative,2024,5,May,2024-05
103814,2024-03-15,3203,Twitter,Video,Entertainment,26589,8451,118,23,64,2.43,Positive,2024,3,March,2024-03
103815,2023-06-22,2573,YouTube,Image,Fashion,5246,18959,550,336,283,6.17,Positive,2023,6,June,2023-06
103816,2023-05-08,3809,YouTube,Image,Travel,9829,52662,2727,372,112,6.1,Neutral,2023,5,May,2023-05
103817,2023-05-31,5478,Instagram,Reel,Fashion,51589,265624,13891,1700,2468,6.8,Neutral,2023,5,May,2023-05
103818,2023-04-06,4098,Instagram,Image,Entertainment,43344,110478,2301,1119,194,3.27,Neutral,2023,4,April,2023-04
103819,2022-11-22,3221,Twitter,Video,Technology,6647,34292,813,108,81,2.92,Neutral,2022,11,November,2022-11
103820,2022-12-19,5245,Instagram,Image,Food,50079,208576,12430,4596,765,8.53,Positive,2022,12,December,2022-12
103821,2023-12-13,2988,Instagram,Story,Fashion,60822,84489,2942,403,272,4.28,Neutral,2023,12,December,2023-12
103822,2022-07-21,4515,Facebook,Story,Technology,34184,25697,459,69,49,2.25,Neutral,2022,7,July,2022-07
103823,2023-06-02,5891,Twitter,Image,Fashion,71541,67595,1542,134,702,3.52,Positive,2023,6,June,2023-06
103824,2022-10-15,2284,Instagram,Video,Education,97601,321594,12250,2469,258,4.66,Neutral,2022,10,October,2022-10
103825,2023-06-25,2378,Instagram,Image,Fashion,7397,13119,733,12,21,5.84,Neutral,2023,6,June,2023-06
103826,2023-10-13,1333,Facebook,Reel,Technology,88142,355439,11001,5265,4258,5.77,Positive,2023,10,October,2023-10
103827,2023-03-13,4720,Instagram,Reel,Food,13809,12870,573,414,159,8.9,Negative,2023,3,March,2023-03
103828,2022-07-19,4200,Instagram,Video,Fashion,9158,14715,620,257,102,6.65,Neutral,2022,7,July,2022-07
103829,2023-04-29,4868,Instagram,Image,Education,13800,6922,264,31,6,4.35,Positive,2023,4,April,2023-04
103830,2024-03-14,5227,YouTube,Reel,Fashion,43434,780763,55222,18319,23571,12.44,Positive,2024,3,March,2024-03
103831,2022-07-14,1041,YouTube,Video,Education,3362,3072,127,8,21,5.08,Neutral,2022,7,July,2022-07
103832,2023-02-23,2950,YouTube,Image,Food,10418,34703,2671,340,321,9.6,Negative,2023,2,February,2023-02
103833,2022-08-17,5519,YouTube,Image,Food,14665,32029,1434,175,478,6.52,Neutral,2022,8,August,2022-08
103834,2023-05-12,1750,YouTube,Video,Fashion,32912,178512,7949,455,625,5.06,Neutral,2023,5,May,2023-05
103835,2024-01-05,2420,YouTube,Video,Technology,21060,113536,4074,741,780,4.93,Positive,2024,1,January,2024-01
103836,2022-10-27,1889,Instagram,Video,Travel,18457,21903,793,256,173,5.58,Positive,2022,10,October,2022-10
103837,2022-06-05,5858,YouTube,Video,Education,37722,70146,2608,444,446,4.99,Positive,2022,6,June,2022-06
103838,2022-01-15,1726,Instagram,Reel,Entertainment,33187,41105,854,616,92,3.8,Positive,2022,1,January,2022-01
103839,2022-07-27,1740,Facebook,Reel,Entertainment,177928,195080,16047,1847,1580,9.98,Positive,2022,7,July,2022-07
103840,2024-01-03,4990,Twitter,Video,Education,5297,10201,335,1,41,3.7,Positive,2024,1,January,2024-01
103841,2023-03-16,1510,Twitter,Image,Education,3920,8464,215,102,3,3.78,Negative,2023,3,March,2023-03
103842,2024-03-11,1940,YouTube,Reel,Education,15989,203744,18176,1696,3956,11.7,Neutral,2024,3,March,2024-03
103843,2022-08-23,1030,Facebook,Video,Travel,11144,23920,501,699,76,5.33,Neutral,2022,8,August,2022-08
103844,2023-06-15,2739,Twitter,Reel,Fashion,13300,25805,1365,355,3,6.68,Positive,2023,6,June,2023-06
103845,2023-12-17,2697,Instagram,Story,Fashion,9622,12555,130,167,6,2.41,Positive,2023,12,December,2023-12
103846,2023-08-11,1683,YouTube,Reel,Travel,13316,133282,7478,2318,662,7.85,Negative,2023,8,August,2023-08
103847,2022-06-30,4386,Twitter,Video,Fashion,5575,14110,255,15,4,1.94,Neutral,2022,6,June,2022-06
103848,2022-03-28,1826,Instagram,Video,Fashion,24330,25382,607,60,79,2.94,Positive,2022,3,March,2022-03
103849,2022-02-22,4912,Instagram,Story,Food,78746,167337,3999,1055,85,3.07,Neutral,2022,2,February,2022-02
103850,2024-03-28,1004,Facebook,Story,Technology,7084,1594,22,15,26,3.95,Positive,2024,3,March,2024-03
103851,2023-04-03,1613,Facebook,Reel,Travel,35773,160763,4604,875,1259,4.19,Neutral,2023,4,April,2023-04
103852,2024-05-29,5857,Facebook,Image,Entertainment,13222,25657,1203,72,125,5.46,Neutral,2024,5,May,2024-05
103853,2022-05-13,3178,YouTube,Reel,Travel,21096,99188,5522,266,1030,6.87,Neutral,2022,5,May,2022-05
103854,2022-04-05,2333,Facebook,Image,Fashion,7684,18642,1136,393,19,8.3,Positive,2022,4,April,2022-04
103855,2022-10-17,5811,Facebook,Reel,Entertainment,14598,17389,816,141,28,5.66,Neutral,2022,10,October,2022-10
103856,2023-02-06,3151,Twitter,Video,Technology,17707,54561,2068,1186,34,6.03,Neutral,2023,2,February,2023-02
103857,2022-07-22,4192,Twitter,Image,Education,17970,56791,2506,383,116,5.29,Neutral,2022,7,July,2022-07
103858,2022-09-10,3805,Facebook,Video,Fashion,43264,70895,6010,741,1463,11.59,Positive,2022,9,September,2022-09
103859,2024-06-28,4498,Facebook,Image,Fashion,18610,47576,1401,172,87,3.49,Positive,2024,6,June,2024-06
103860,2023-08-06,4704,YouTube,Reel,Travel,31397,445178,19032,5991,8497,7.53,Positive,2023,8,August,2023-08
103861,2024-03-29,4007,Facebook,Video,Entertainment,23690,60666,3163,304,23,5.75,Positive,2024,3,March,2024-03
103862,2022-02-24,4676,YouTube,Image,Education,4198,12235,474,99,127,5.72,Positive,2022,2,February,2022-02
103863,2023-07-10,5920,Twitter,Image,Food,25092,29636,1043,284,136,4.94,Neutral,2023,7,July,2023-07
103864,2023-07-09,3647,Instagram,Reel,Entertainment,17671,61744,1828,1891,1566,8.56,Positive,2023,7,July,2023-07
103865,2022-08-11,3102,Facebook,Image,Food,19159,6047,229,30,57,5.23,Neutral,2022,8,August,2022-08
103866,2022-10-24,2276,Instagram,Video,Food,51692,207609,10351,512,578,5.51,Neutral,2022,10,October,2022-10
103867,2022-04-06,3128,Instagram,Video,Food,33495,52943,2090,231,192,4.75,Neutral,2022,4,April,2022-04
103868,2022-08-17,1079,Instagram,Story,Entertainment,136363,338745,6951,659,441,2.38,Neutral,2022,8,August,2022-08
103869,2023-10-25,3990,Twitter,Video,Education,16276,6787,209,25,122,5.25,Positive,2023,10,October,2023-10
103870,2023-07-06,4930,Instagram,Image,Fashion,48385,35108,791,325,210,3.78,Positive,2023,7,July,2023-07
103871,2022-09-01,5495,Twitter,Video,Travel,8152,17222,492,219,75,4.56,Positive,2022,9,September,2022-09
103872,2023-12-01,5925,YouTube,Image,Entertainment,16507,26881,2372,850,113,12.41,Neutral,2023,12,December,2023-12
103873,2022-01-30,1038,Instagram,Reel,Food,22913,35714,1175,133,109,3.97,Neutral,2022,1,January,2022-01
103874,2023-06-23,3899,Instagram,Video,Technology,20190,6905,252,27,9,4.17,Positive,2023,6,June,2023-06
103875,2023-05-12,3156,YouTube,Reel,Education,3101,10006,359,138,162,6.59,Negative,2023,5,May,2023-05
103876,2022-03-02,5401,YouTube,Reel,Fashion,54311,349207,11368,3222,1016,4.47,Neutral,2022,3,March,2022-03
103877,2024-05-05,1912,Facebook,Image,Entertainment,13169,12869,501,50,151,5.45,Positive,2024,5,May,2024-05
103878,2023-05-29,5396,YouTube,Video,Entertainment,53623,622404,32832,2489,1731,5.95,Positive,2023,5,May,2023-05
103879,2023-08-13,1258,Instagram,Image,Entertainment,34984,149487,14713,2276,5951,15.35,Neutral,2023,8,August,2023-08
103880,2023-02-08,2482,Facebook,Video,Food,20560,77543,3923,1266,534,7.38,Positive,2023,2,February,2023-02
103881,2022-07-21,5879,Twitter,Video,Entertainment,5878,18758,582,62,74,3.83,Neutral,2022,7,July,2022-07
103882,2022-05-09,4939,Twitter,Image,Entertainment,9574,29793,904,297,85,4.32,Neutral,2022,5,May,2022-05
103883,2022-03-25,2472,Facebook,Video,Travel,5931,13813,356,135,48,3.9,Positive,2022,3,March,2022-03
103884,2024-04-07,2235,Twitter,Reel,Travel,17873,11197,378,80,24,4.3,Positive,2024,4,April,2024-04
103885,2023-12-05,1799,YouTube,Reel,Education,23762,139664,9439,215,1009,7.63,Neutral,2023,12,December,2023-12
103886,2023-03-11,2594,YouTube,Image,Technology,3271,10928,203,111,25,3.1,Positive,2023,3,March,2023-03
103887,2024-02-13,5087,YouTube,Reel,Education,11883,26715,1848,263,317,9.09,Neutral,2024,2,February,2024-02
103888,2022-08-18,2837,Twitter,Image,Technology,16114,54751,1310,147,57,2.77,Neutral,2022,8,August,2022-08
103889,2023-04-25,2424,Facebook,Reel,Fashion,45788,211248,11905,2886,5527,9.62,Positive,2023,4,April,2023-04
103890,2022-06-30,2502,YouTube,Image,Technology,61192,125867,3160,151,344,2.9,Positive,2022,6,June,2022-06
103891,2023-03-17,4653,Facebook,Reel,Food,12996,39832,2818,106,485,8.56,Positive,2023,3,March,2023-03
103892,2023-12-21,2439,YouTube,Story,Entertainment,57913,118358,3441,293,198,3.32,Neutral,2023,12,December,2023-12
103893,2022-02-21,4633,Instagram,Video,Entertainment,59222,126787,4267,1826,1386,5.9,Neutral,2022,2,February,2022-02
103894,2024-01-13,4447,Instagram,Image,Education,21503,23491,665,110,69,3.59,Neutral,2024,1,January,2024-01
103895,2023-05-17,4554,Instagram,Reel,Education,35695,123300,3404,833,645,3.96,Negative,2023,5,May,2023-05
103896,2022-01-05,4521,YouTube,Reel,Technology,24751,13715,541,176,16,5.34,Neutral,2022,1,January,2022-01
103897,2022-04-22,5932,YouTube,Reel,Food,35141,462328,70990,3256,11693,18.59,Neutral,2022,4,April,2022-04
103898,2022-05-08,5060,Twitter,Video,Entertainment,13329,35280,1386,362,403,6.1,Negative,2022,5,May,2022-05
103899,2023-08-21,3577,Instagram,Video,Food,11005,51504,2638,144,213,5.82,Positive,2023,8,August,2023-08
103900,2023-09-13,5669,Instagram,Reel,Education,17703,51251,2056,193,242,4.86,Negative,2023,9,September,2023-09
103901,2022-04-14,1381,Facebook,Video,Technology,30119,91081,4262,1176,541,6.56,Negative,2022,4,April,2022-04
103902,2022-01-09,1005,Facebook,Video,Technology,33305,116323,8130,1817,3024,11.15,Positive,2022,1,January,2022-01
103903,2023-08-13,4719,Instagram,Reel,Technology,94263,929013,58048,20986,14447,10.06,Neutral,2023,8,August,2023-08
103904,2024-01-27,5686,YouTube,Video,Technology,20837,13032,431,100,47,4.44,Negative,2024,1,January,2024-01
103905,2024-04-19,2230,Facebook,Video,Education,10565,30677,832,72,424,4.33,Neutral,2024,4,April,2024-04
103906,2024-04-14,1954,Facebook,Reel,Food,10489,65276,4585,1170,230,9.17,Positive,2024,4,April,2024-04
103907,2022-06-16,5794,Facebook,Image,Food,7367,9820,326,20,66,4.2,Positive,2022,6,June,2022-06
103908,2023-03-13,5238,Instagram,Reel,Entertainment,70625,123168,6171,1735,262,6.63,Neutral,2023,3,March,2023-03
103909,2023-12-29,4665,Facebook,Reel,Entertainment,26942,29063,2081,223,831,10.79,Positive,2023,12,December,2023-12
103910,2022-09-27,5996,Instagram,Image,Technology,14759,5794,102,74,18,3.35,Positive,2022,9,September,2022-09
103911,2022-06-20,3288,Instagram,Image,Travel,28607,96984,3835,106,331,4.4,Positive,2022,6,June,2022-06
103912,2023-05-04,2747,Instagram,Reel,Education,10528,55291,2371,1093,3,6.27,Neutral,2023,5,May,2023-05
103913,2023-06-16,3859,YouTube,Reel,Travel,9813,30261,2143,276,125,8.41,Positive,2023,6,June,2023-06
103914,2022-01-31,4902,Instagram,Video,Entertainment,9336,72295,1066,761,88,2.65,Neutral,2022,1,January,2022-01
103915,2022-12-06,4051,Facebook,Reel,Education,45164,367722,30056,7680,4218,11.41,Neutral,2022,12,December,2022-12
103916,2022-08-19,2058,Facebook,Image,Technology,18007,37817,839,444,488,4.68,Neutral,2022,8,August,2022-08
103917,2022-01-24,3655,Facebook,Reel,Travel,17836,74557,5925,1958,1440,12.5,Negative,2022,1,January,2022-01
103918,2023-08-17,1124,Facebook,Reel,Food,22716,45273,2703,1313,418,9.79,Positive,2023,8,August,2023-08
103919,2023-03-20,1764,Instagram,Video,Food,16624,21958,764,101,102,4.4,Neutral,2023,3,March,2023-03
103920,2023-08-25,1445,Instagram,Story,Fashion,10315,8869,186,6,40,2.62,Neutral,2023,8,August,2023-08
103921,2022-05-31,5645,Instagram,Image,Education,18552,64844,1433,396,47,2.89,Positive,2022,5,May,2022-05
103922,2023-06-17,5348,YouTube,Video,Education,8943,88701,4686,821,508,6.78,Negative,2023,6,June,2023-06
103923,2023-04-26,2197,Instagram,Image,Technology,5997,18440,545,105,158,4.38,Positive,2023,4,April,2023-04
103924,2022-07-28,3872,Instagram,Reel,Entertainment,25476,208674,13491,1436,541,7.41,Neutral,2022,7,July,2022-07
103925,2023-08-10,1399,Facebook,Image,Technology,9427,11620,646,83,97,7.11,Neutral,2023,8,August,2023-08
103926,2023-05-27,3025,Twitter,Story,Food,44513,112228,2743,460,346,3.16,Positive,2023,5,May,2023-05
103927,2024-06-30,4967,Instagram,Video,Education,7117,29130,862,207,76,3.93,Positive,2024,6,June,2024-06
103928,2023-09-27,5751,Instagram,Video,Travel,6938,13227,913,90,290,9.78,Positive,2023,9,September,2023-09
103929,2024-01-19,1064,Facebook,Image,Technology,40153,32951,1517,68,19,4.87,Neutral,2024,1,January,2024-01
103930,2024-03-05,4472,YouTube,Video,Technology,14400,45196,6486,540,359,16.34,Neutral,2024,3,March,2024-03
103931,2023-06-04,1012,YouTube,Image,Technology,13872,74504,1029,228,209,1.97,Negative,2023,6,June,2023-06
103932,2022-10-21,4895,Facebook,Reel,Education,27497,140989,5773,1528,2778,7.15,Neutral,2022,10,October,2022-10
103933,2023-09-20,2404,Instagram,Video,Entertainment,14202,46690,1302,411,66,3.81,Neutral,2023,9,September,2023-09
103934,2024-02-02,2397,YouTube,Video,Fashion,62610,101229,4822,288,2306,7.33,Neutral,2024,2,February,2024-02
103935,2022-08-10,2359,Instagram,Reel,Food,26525,94480,5282,804,101,6.55,Neutral,2022,8,August,2022-08
103936,2022-01-29,1936,YouTube,Image,Entertainment,16924,26073,587,397,71,4.05,Positive,2022,1,January,2022-01
103937,2023-09-26,4340,YouTube,Image,Technology,13305,17666,1643,187,15,10.44,Neutral,2023,9,September,2023-09
103938,2022-02-05,1847,YouTube,Reel,Travel,12763,37094,3308,934,230,12.06,Neutral,2022,2,February,2022-02
103939,2024-05-11,1535,Instagram,Story,Education,22377,48597,1078,192,116,2.85,Neutral,2024,5,May,2024-05
103940,2022-05-29,3502,Twitter,Video,Education,21054,11708,394,33,50,4.07,Neutral,2022,5,May,2022-05
103941,2023-10-24,5415,Instagram,Video,Entertainment,21708,51300,1669,94,72,3.58,Positive,2023,10,October,2023-10
103942,2023-03-31,1043,Facebook,Image,Education,21843,11386,200,48,27,2.42,Positive,2023,3,March,2023-03
103943,2023-10-16,2155,Instagram,Video,Fashion,10005,17984,1414,273,63,9.73,Positive,2023,10,October,2023-10
103944,2023-11-20,1212,Facebook,Reel,Technology,93008,383380,28999,7621,4690,10.78,Negative,2023,11,November,2023-11
103945,2023-10-06,1972,Instagram,Video,Fashion,26774,12441,594,55,40,5.54,Neutral,2023,10,October,2023-10
103946,2022-05-18,4469,Twitter,Reel,Technology,15656,14524,1003,64,53,7.71,Negative,2022,5,May,2022-05
103947,2023-10-28,4371,Instagram,Image,Travel,11974,49091,1117,411,61,3.24,Neutral,2023,10,October,2023-10
103948,2023-05-27,2794,Instagram,Image,Education,34386,19775,594,67,13,3.41,Neutral,2023,5,May,2023-05
103949,2022-01-12,2173,YouTube,Video,Education,10148,46858,1443,243,547,4.77,Negative,2022,1,January,2022-01
103950,2024-06-06,4030,Instagram,Video,Fashion,25570,93738,1825,452,107,2.54,Negative,2024,6,June,2024-06
103951,2022-12-26,4733,Instagram,Image,Fashion,24436,67828,1920,568,530,4.45,Neutral,2022,12,December,2022-12
103952,2022-04-02,4814,Twitter,Reel,Technology,35814,161608,14881,4973,773,12.76,Positive,2022,4,April,2022-04
103953,2022-05-10,5450,YouTube,Image,Fashion,18008,54770,2503,473,593,6.52,Positive,2022,5,May,2022-05
103954,2022-03-31,4089,Instagram,Video,Food,28854,103835,3715,1121,2,4.66,Positive,2022,3,March,2022-03
103955,2022-03-23,1477,YouTube,Image,Entertainment,23796,56307,2137,101,51,4.07,Negative,2022,3,March,2022-03
103956,2023-01-21,5564,YouTube,Image,Technology,11500,12834,456,37,70,4.39,Neutral,2023,1,January,2023-01
103957,2022-03-13,2311,Facebook,Image,Fashion,60360,80447,2318,770,1170,5.29,Neutral,2022,3,March,2022-03
103958,2024-05-08,5382,YouTube,Reel,Fashion,30035,121941,12960,1327,183,11.87,Neutral,2024,5,May,2024-05
103959,2022-06-06,1747,Instagram,Video,Entertainment,13927,121263,3963,867,97,4.06,Positive,2022,6,June,2022-06
103960,2022-04-01,3790,YouTube,Video,Education,26911,158319,3886,659,752,3.35,Positive,2022,4,April,2022-04
103961,2022-01-15,4728,YouTube,Reel,Food,6154,33455,2920,469,56,10.3,Positive,2022,1,January,2022-01
103962,2022-01-16,2794,Twitter,Reel,Entertainment,1004,3586,157,91,15,7.33,Positive,2022,1,January,2022-01
103963,2023-12-03,5336,Instagram,Story,Entertainment,15211,12926,253,12,31,2.29,Neutral,2023,12,December,2023-12
103964,2024-04-07,1704,Facebook,Image,Entertainment,47736,60919,6989,1502,551,14.84,Positive,2024,4,April,2024-04
103965,2024-04-12,2092,Instagram,Reel,Entertainment,49022,145930,2917,1611,1453,4.1,Positive,2024,4,April,2024-04
103966,2022-09-04,2092,YouTube,Story,Fashion,6664,45714,422,396,202,2.23,Neutral,2022,9,September,2022-09
103967,2023-03-28,2447,Instagram,Video,Food,7372,8398,137,125,30,3.48,Positive,2023,3,March,2023-03
103968,2024-02-01,4308,Instagram,Video,Technology,14315,64210,2725,613,1206,7.08,Neutral,2024,2,February,2024-02
103969,2022-02-14,1763,Instagram,Story,Fashion,44293,40654,1649,453,189,5.64,Positive,2022,2,February,2022-02
103970,2022-06-01,4126,YouTube,Video,Technology,38714,77314,1304,302,357,2.54,Positive,2022,6,June,2022-06
103971,2023-05-22,5912,YouTube,Reel,Travel,17894,106023,7774,495,235,8.02,Neutral,2023,5,May,2023-05
103972,2024-03-24,4662,Facebook,Image,Travel,15254,5018,218,24,25,5.32,Neutral,2024,3,March,2024-03
103973,2022-06-20,3002,YouTube,Image,Travel,7555,12792,297,75,20,3.06,Positive,2022,6,June,2022-06
103974,2022-05-28,2872,Instagram,Reel,Education,30444,37262,1669,239,438,6.3,Neutral,2022,5,May,2022-05
103975,2023-05-29,4405,Instagram,Video,Entertainment,17196,26493,1344,292,99,6.55,Neutral,2023,5,May,2023-05
103976,2023-12-29,4883,Facebook,Video,Technology,27715,70064,6073,866,239,10.24,Positive,2023,12,December,2023-12
103977,2022-09-19,1375,Twitter,Video,Education,31771,115543,4077,1822,177,5.26,Neutral,2022,9,September,2022-09
103978,2024-01-03,5327,YouTube,Video,Fashion,22665,154443,7396,1593,291,6.01,Positive,2024,1,January,2024-01
103979,2023-07-27,4798,YouTube,Image,Technology,29342,96473,3462,1391,541,5.59,Negative,2023,7,July,2023-07
103980,2023-09-29,3960,Instagram,Image,Travel,18569,8382,229,11,20,3.1,Neutral,2023,9,September,2023-09
103981,2023-06-27,1065,YouTube,Video,Technology,14474,35205,2868,383,960,11.96,Positive,2023,6,June,2023-06
103982,2022-06-25,2338,YouTube,Video,Fashion,11610,63870,1958,193,179,3.65,Neutral,2022,6,June,2022-06
103983,2024-03-22,1278,Instagram,Video,Technology,16859,40793,1639,92,47,4.36,Positive,2024,3,March,2024-03
103984,2022-03-08,5653,Instagram,Story,Entertainment,8363,1646,30,27,6,3.83,Neutral,2022,3,March,2022-03
103985,2023-08-15,2907,Facebook,Reel,Fashion,24734,20240,1954,250,37,11.07,Neutral,2023,8,August,2023-08
103986,2022-02-18,1490,Facebook,Video,Education,24387,85192,3186,2788,952,8.13,Neutral,2022,2,February,2022-02
103987,2022-01-08,5869,Twitter,Reel,Education,80518,150840,9060,1629,1129,7.83,Positive,2022,1,January,2022-01
103988,2023-01-27,4648,Facebook,Video,Travel,22877,100257,2185,844,325,3.35,Positive,2023,1,January,2023-01
103989,2023-02-28,1989,Facebook,Video,Technology,16868,95784,2467,405,12,3.01,Negative,2023,2,February,2023-02
103990,2024-05-23,1642,Facebook,Video,Entertainment,22146,6009,263,84,48,6.57,Positive,2024,5,May,2024-05
103991,2022-03-21,1597,YouTube,Reel,Travel,42807,355455,16381,1897,2784,5.93,Neutral,2022,3,March,2022-03
103992,2022-04-10,2921,YouTube,Image,Travel,17843,6537,117,4,45,2.54,Neutral,2022,4,April,2022-04
103993,2022-11-15,1240,Instagram,Video,Fashion,13502,84141,2905,857,218,4.73,Neutral,2022,11,November,2022-11
103994,2024-01-17,5539,Twitter,Reel,Travel,100044,52949,6328,1565,636,16.11,Negative,2024,1,January,2024-01
103995,2022-04-16,3459,YouTube,Image,Entertainment,18786,28216,783,1201,7,7.06,Neutral,2022,4,April,2022-04
103996,2023-11-07,3981,Instagram,Story,Entertainment,17600,34726,147,70,231,1.29,Neutral,2023,11,November,2023-11
103997,2023-12-21,5288,Instagram,Image,Technology,10496,51625,1974,637,57,5.17,Positive,2023,12,December,2023-12
103998,2023-11-26,3161,Instagram,Reel,Fashion,35048,207828,13031,1131,1511,7.54,Negative,2023,11,November,2023-11
103999,2024-02-24,2988,Twitter,Reel,Food,28992,82852,3556,265,338,5.02,Neutral,2024,2,February,2024-02
104000,2023-05-04,4658,Instagram,Image,Technology,24417,29057,513,323,127,3.31,Positive,2023,5,May,2023-05
104001,2022-02-01,2994,YouTube,Video,Education,7465,48330,1245,438,251,4.0,Neutral,2022,2,February,2022-02
104002,2023-07-29,2992,Instagram,Image,Travel,12228,8470,218,65,9,3.45,Positive,2023,7,July,2023-07
104003,2022-01-17,2714,YouTube,Reel,Travel,5272,46386,2178,1610,27,8.22,Positive,2022,1,January,2022-01
104004,2023-05-13,2671,YouTube,Image,Food,61247,309431,10943,887,2291,4.56,Positive,2023,5,May,2023-05
104005,2024-01-31,5216,YouTube,Reel,Entertainment,61256,222062,13870,3169,1343,8.28,Positive,2024,1,January,2024-01
104006,2023-11-12,1465,Instagram,Video,Technology,31985,33953,1230,147,67,4.25,Positive,2023,11,November,2023-11
104007,2022-01-22,2143,Twitter,Image,Technology,5576,2887,141,34,23,6.86,Negative,2022,1,January,2022-01
104008,2022-07-07,4664,YouTube,Video,Entertainment,9644,26049,1143,117,272,5.88,Neutral,2022,7,July,2022-07
104009,2023-01-12,3322,Instagram,Video,Fashion,31279,79071,2227,303,734,4.13,Positive,2023,1,January,2023-01
104010,2023-10-22,2364,Twitter,Image,Education,22358,19516,1235,990,42,11.62,Neutral,2023,10,October,2023-10
104011,2023-09-20,5454,Twitter,Video,Travel,16674,29306,1790,33,316,7.3,Neutral,2023,9,September,2023-09
104012,2022-10-02,4655,YouTube,Story,Fashion,35267,28770,602,251,14,3.01,Positive,2022,10,October,2022-10
104013,2023-01-28,3262,Instagram,Video,Travel,4372,9732,171,7,30,2.14,Positive,2023,1,January,2023-01
104014,2022-12-29,2311,Instagram,Video,Food,44395,164084,8082,528,1973,6.45,Neutral,2022,12,December,2022-12
104015,2022-09-02,5585,Instagram,Image,Technology,12532,73427,2210,126,78,3.29,Positive,2022,9,September,2022-09
104016,2022-05-08,3696,Twitter,Reel,Education,4348,11366,1012,277,13,11.46,Negative,2022,5,May,2022-05
104017,2022-07-19,1469,Facebook,Video,Entertainment,42146,8224,550,71,92,8.67,Positive,2022,7,July,2022-07
104018,2023-07-09,3148,Instagram,Image,Education,13832,27559,986,244,13,4.51,Positive,2023,7,July,2023-07
104019,2022-01-19,3610,Twitter,Reel,Food,13581,6538,666,88,89,12.89,Neutral,2022,1,January,2022-01
104020,2024-02-04,1717,YouTube,Reel,Entertainment,5594,27989,798,525,202,5.45,Neutral,2024,2,February,2024-02
104021,2022-10-11,3727,YouTube,Video,Technology,24312,75644,4341,1059,37,7.19,Negative,2022,10,October,2022-10
104022,2022-01-03,3803,Facebook,Video,Fashion,12068,24995,1436,270,261,7.87,Negative,2022,1,January,2022-01
104023,2024-05-14,4058,Twitter,Image,Food,52079,31123,925,315,78,4.23,Positive,2024,5,May,2024-05
104024,2022-01-16,1909,Instagram,Image,Food,21223,22146,608,55,87,3.39,Neutral,2022,1,January,2022-01
104025,2023-08-01,1023,Instagram,Reel,Entertainment,4789,23646,986,415,146,6.54,Neutral,2023,8,August,2023-08
104026,2023-07-03,3333,Instagram,Reel,Food,6155,6505,361,38,73,7.26,Neutral,2023,7,July,2023-07
104027,2023-05-24,5797,Instagram,Story,Food,10492,30816,788,324,61,3.81,Positive,2023,5,May,2023-05
104028,2023-03-24,4414,Facebook,Image,Technology,6468,4141,143,17,114,6.62,Neutral,2023,3,March,2023-03
104029,2022-07-26,5764,YouTube,Video,Education,23769,59618,3009,679,278,6.65,Positive,2022,7,July,2022-07
104030,2023-10-19,4896,Twitter,Reel,Education,30080,64248,5995,137,1533,11.93,Positive,2023,10,October,2023-10
104031,2022-06-30,1398,YouTube,Reel,Food,18454,46929,2481,941,168,7.65,Neutral,2022,6,June,2022-06
104032,2022-12-20,2454,Instagram,Image,Fashion,29607,19607,286,216,40,2.76,Negative,2022,12,December,2022-12
104033,2023-02-15,4066,YouTube,Image,Food,8545,54160,4312,302,1050,10.46,Neutral,2023,2,February,2023-02
104034,2024-06-17,3156,Facebook,Video,Entertainment,10859,21344,1294,195,452,9.09,Positive,2024,6,June,2024-06
104035,2023-06-21,1106,YouTube,Reel,Technology,11901,25554,906,130,525,6.11,Positive,2023,6,June,2023-06
104036,2022-08-31,4787,Twitter,Image,Fashion,20178,17192,402,11,143,3.23,Neutral,2022,8,August,2022-08
104037,2023-06-18,5138,YouTube,Reel,Technology,9277,228909,21015,5432,2707,12.74,Negative,2023,6,June,2023-06
104038,2022-08-27,4587,Twitter,Image,Technology,49215,84355,1596,697,285,3.06,Neutral,2022,8,August,2022-08
104039,2023-01-03,4222,Instagram,Reel,Entertainment,34761,32443,1436,177,174,5.51,Positive,2023,1,January,2023-01
104040,2022-03-29,4675,Twitter,Image,Education,2624,3100,79,1,6,2.77,Neutral,2022,3,March,2022-03
104041,2023-03-04,1808,Twitter,Video,Fashion,14749,23811,823,183,34,4.37,Neutral,2023,3,March,2023-03
104042,2024-04-02,5186,YouTube,Video,Entertainment,10995,69176,3244,304,662,6.09,Positive,2024,4,April,2024-04
104043,2023-02-25,4940,Instagram,Reel,Entertainment,24986,89703,2219,262,842,3.7,Neutral,2023,2,February,2023-02
104044,2023-03-09,1529,YouTube,Reel,Fashion,37483,109281,8423,728,199,8.56,Positive,2023,3,March,2023-03
